player_name,transfer_fee,market_value_in_eur,days_since_last_transfer,num_transfers
Kaoru Mitoma,3000000.0,572727.2727272727,228.1,11
Karamoko Dembélé,0.0,325000.0,438.2,6
Karem Zoabi,900000.0,300000.0,182.0,2
Karim Adeyemi,40100000.0,4888888.888888889,547.875,9
Karim Ansarifard,400000.0,1256666.6666666667,469.64285714285717,15
Karim Hamed,0.0,0.0,,1
Karim Onisiwo,0.0,110714.28571428571,400.15384615384613,14
Karim Zedadka,0.0,157500.0,238.66666666666666,10
Karl Hein,0.0,744444.4444444445,387.75,9
Karl-Johan Johnsson,0.0,721428.5714285715,951.0,7
Karlo Lulić,300000.0,468750.0,327.1333333333333,16
Karol Angielski,652000.0,380769.23076923075,365.25,13
Karol Borys,2000000.0,720000.0,333.5,5
Karol Czubak,700000.0,170000.0,966.25,5
Karol Fila,1500000.0,472222.22222222225,575.125,9
Karol Linetty,10600000.0,3300000.0,1116.6666666666667,4
Karol Mets,1605000.0,445833.3333333333,547.7272727272727,12
Karol Swiderski,8900000.0,3250000.0,704.0,7
Kartal Yılmaz,0.0,700000.0,270.6,11
Kas De Wit,0.0,5000.0,639.25,5
Kasey Mcateer,0.0,233333.33333333334,219.0,6
Kasim Adams,16500000.0,2145454.5454545454,380.5,11
Kasper Davidsen,0.0,0.0,912.0,2
Kasper Dolberg,25770000.0,8111111.111111111,411.625,9
Kasper Jörgensen,675000.0,166666.66666666666,476.6,6
Kasper Kiilerich,0.0,0.0,144.0,2
Kasper Kusk,2575000.0,642857.1428571428,974.0,7
Kasper Schmeichel,2680000.0,762500.0,385.36842105263156,20
Kasra Taheri,35000.0,16666.666666666668,481.5,3
Kassoum Ouattara,2000000.0,200000.0,426.5,3
Kastriot Dermaku,0.0,477083.3333333333,431.72727272727275,12
Kauan,0.0,16666.666666666668,255.4,6
Kauan Kelvin,1000000.0,0.0,,1
Kauã Elias,17000000.0,4333333.333333333,384.5,3
Kauã Santos,1600000.0,200000.0,970.0,2
Kaya Symons,0.0,0.0,1217.6666666666667,4
Kayden Pierre,1000000.0,100000.0,304.75,9
Kaylen Reitmaier,0.0,0.0,488.6666666666667,4
Kayne Van Oevelen,0.0,0.0,547.8333333333334,7
Kayque,50000.0,685714.2857142857,262.3333333333333,7
Kazeem Olaigbe,5250000.0,381250.0,289.2857142857143,8
Kazu,0.0,119444.44444444444,249.375,9
Kazımcan Karataş,1140000.0,1462500.0,358.2,6
Kaïl Boudache,0.0,0.0,365.0,2
Kağan Arıcan,0.0,0.0,1047.0,3
Kağan Bağış,0.0,68750.0,369.85714285714283,8
Kağan Moradaoğlu,0.0,47222.22222222222,430.0,9
Keane Lewis-Potter,19000000.0,3000000.0,490.6666666666667,4
Keano Vanrafelghem,1000000.0,166666.66666666666,405.2,6
Keanu Baccus,0.0,375000.0,1217.6666666666667,4
Keelan Lebon,0.0,131666.66666666666,224.35714285714286,15
Kees Smit,0.0,160000.0,822.0,5
Kein Sato,0.0,0.0,,1
Keinan Davis,2300000.0,1555555.5555555555,373.0,9
Keisuke Goto,1100000.0,420000.0,344.25,5
Keita Baldé,30300000.0,6788888.888888889,443.05882352941177,18
Keito Nakamura,12500000.0,1305555.5555555555,252.0,9
Keke Topp,2000000.0,700000.0,1004.5,5
Kelechi Nwakali,3750000.0,423333.3333333333,181.42857142857142,15
Kell Watts,0.0,66666.66666666667,156.57142857142858,15
Kelle Roos,25000.0,107894.73684210527,345.94444444444446,19
Kelvin Amian,6900000.0,1900000.0,1330.0,3
Kelvin John,0.0,200000.0,365.3333333333333,4
Kelvin Leerdam,68000.0,657142.8571428572,950.0,7
Kelvin Yeboah,7700000.0,2777777.777777778,273.875,9
Kemar Roofe,14500000.0,656250.0,320.1333333333333,16
Ken Izekor,0.0,0.0,897.5,3
Ken Nkuba,3750000.0,700000.0,783.75,5
Kenan Kodro,4850000.0,1025000.0,365.2,16
Kenan Piric,300000.0,463888.8888888889,548.5,9
Kenan Yıldız,0.0,142857.14285714287,752.0,7
Kenedy,8500000.0,7285714.285714285,271.53846153846155,14
Kenneth Omeruo,6000000.0,1619444.4444444445,259.4117647058824,18
Kenneth Schmidt,0.0,187500.0,670.0,4
Kenneth Taylor,0.0,750000.0,946.25,5
Kenneth Vargas,0.0,379166.6666666667,255.4,6
Kenneth Vermeer,1000000.0,1140384.6153846155,669.5833333333334,13
Kenny Lala,600000.0,2000000.0,913.4,6
Kenny Tete,7200000.0,1393750.0,845.0,8
Kento Misao,1300000.0,730000.0,863.0,5
Kento Shiogai,0.0,50000.0,171.66666666666666,4
Keny Arroyo,5670000.0,2050000.0,405.0,2
Keny Mbala,0.0,0.0,,1
Kenzo Goudmijn,820000.0,955000.0,285.1111111111111,10
Kepa Arrizabalaga,80000000.0,5607142.857142857,419.0769230769231,14
Kerem Aktürkoğlu,12000000.0,1666666.6666666667,501.875,9
Kerem Atakan Kesgin,1571000.0,882500.0,334.3333333333333,10
Kerem Demirbay,40400000.0,3353846.153846154,489.75,13
Kerem Ersunar,0.0,10000.0,508.0,5
Kerem Fidan,0.0,0.0,960.0,2
Kerem Kayaarası,0.0,0.0,,1
Kerem Yandal,0.0,0.0,122.0,2
Kerem Şen,459000.0,112500.0,381.22222222222223,10
Kerim Alıcı,336000.0,322222.22222222225,478.25,9
Kerim Mrabti,0.0,387500.0,927.6666666666666,4
Kerr Mcinroy,0.0,171428.57142857142,252.92307692307693,14
Kerr Smith,960000.0,120000.0,297.25,5
Keven Schlotterbeck,2500000.0,2072916.6666666667,398.45454545454544,12
Kevin,12125000.0,1000000.0,369.75,5
Kevin Akpoguma,1000000.0,2325000.0,626.0,8
Kevin Andrade,400000.0,487500.0,553.6666666666666,4
Kevin Behrens,2000000.0,464583.3333333333,583.9090909090909,12
Kevin Bonifazi,16850000.0,2327631.5789473685,243.44444444444446,19
Kevin Castaño,10960000.0,1666666.6666666667,549.5,3
Kevin Chamorro,0.0,218750.0,365.14285714285717,8
Kevin Custovic,0.0,88461.53846153847,212.91666666666666,13
Kevin Danso,30500000.0,8800000.0,581.0,12
Kevin De Bruyne,106000000.0,11083333.333333334,664.0909090909091,12
Kevin Diks,2900000.0,1310000.0,521.7857142857143,15
Kevin Felida,0.0,50000.0,521.7142857142857,8
Kevin Gadellaa,0.0,33333.333333333336,876.6,6
Kevin Kampl,46250000.0,2841666.6666666665,370.8181818181818,12
Kevin Kelsy,1000000.0,840000.0,319.75,5
Kevin Krygård,800000.0,566666.6666666666,1217.5,3
Kevin Lasagna,11525000.0,2344642.8571428573,365.15384615384613,14
Kevin Lenini,1200000.0,33333.333333333336,282.5,9
Kevin Lewis,0.0,237500.0,370.6,6
Kevin Mac Allister,1500000.0,1455000.0,778.5,5
Kevin Martins,0.0,70000.0,594.25,5
Kevin Mbabu,15820000.0,3057142.8571428573,341.7692307692308,14
Kevin Mensah,200000.0,225000.0,1042.6666666666667,4
Kevin Miranda,0.0,85714.28571428571,297.6666666666667,7
Kevin Möhwald,1000000.0,942857.1428571428,913.0,7
Kevin Müller,0.0,212500.0,887.0,8
Kevin Nisbet,2620000.0,573214.2857142857,306.6923076923077,14
Kevin Paredes,6680000.0,1000000.0,285.6666666666667,4
Kevin Rodríguez,4500000.0,333333.3333333333,1034.5,3
Kevin Rosero,200000.0,275000.0,639.25,5
Kevin Schade,25250000.0,7806250.0,469.57142857142856,8
Kevin Sessa,0.0,433333.3333333333,730.6,6
Kevin Strootman,47700000.0,4850000.0,786.6923076923077,14
Kevin Stöger,1000000.0,1493333.3333333333,456.5,15
Kevin Trapp,18000000.0,3545454.5454545454,697.6,11
Kevin Tshiembe,700000.0,112500.0,985.3333333333334,4
Kevin Van Den Kerkhof,2500000.0,317857.14285714284,497.1666666666667,7
Kevin Van Veen,886000.0,290625.0,349.4,16
Kevin Vogt,5400000.0,2486363.6363636362,786.4,11
Kevin Volland,35700000.0,5200000.0,662.1,11
Kevin Vázquez,0.0,150000.0,2557.0,2
Kevin Yakob,190000.0,130000.0,391.25,5
Kevin Zeroli,0.0,1800000.0,365.0,5
Kewin,0.0,66666.66666666667,159.8,6
Keyliane Abdallah,0.0,0.0,,1
Keylor Navas,25150000.0,3270000.0,771.1111111111111,10
Khadim Rassoul,700000.0,764285.7142857143,541.1666666666666,7
Khaled Narey,5200000.0,592307.6923076923,461.3333333333333,13
Khalil Fayad,0.0,0.0,365.0,2
Khellven,4500000.0,3525000.0,1488.0,2
Khoren Bayramyan,0.0,433333.3333333333,479.0,9
Khouma Babacar,7000000.0,3681250.0,330.1333333333333,16
Khusniddin Alikulov,400000.0,500000.0,1587.0,2
Khusrav Toirov,300000.0,125000.0,286.7142857142857,8
Khvicha Kvaratskhelia,91040000.0,14784375.0,382.2857142857143,8
Khyzyr Appaev,0.0,223333.33333333334,299.0,15
Khéphren Thuram,20600000.0,7100000.0,732.75,5
Ki-Jana Hoever,9900000.0,2969230.769230769,517.3333333333334,13
Kialonda Gaspar,2000000.0,500000.0,1096.0,3
Kian Fitz-Jim,56000.0,344444.44444444444,480.75,9
Kian Hansen,2450000.0,771428.5714285715,824.5,7
Kiano Dyer,0.0,0.0,365.0,3
Kieffer Moore,11752000.0,897058.8235294118,274.8125,17
Kieran Dowell,2200000.0,2041666.6666666667,282.09090909090907,12
Kieran Ngwenya,0.0,85416.66666666667,166.0909090909091,12
Kieran O'Hara,0.0,7142.857142857143,181.55,21
Kieran Offord,0.0,21428.571428571428,110.0,14
Kieran Phillips,0.0,171875.0,134.4,16
Kieran Tierney,27000000.0,10000000.0,803.6,6
Kieran Trippier,40900000.0,5459090.909090909,457.3,11
Kieran Wright,0.0,28571.428571428572,162.8,21
Kiernan Dewsbury-Hall,35400000.0,4857142.857142857,426.3333333333333,7
Kieron Bowie,880000.0,111111.11111111111,278.75,9
Kik Pierie,5000000.0,1155000.0,488.1111111111111,10
Kikas,0.0,291071.4285714286,224.76923076923077,14
Kike Barja,0.0,133333.33333333334,1005.0,3
Kike García,4250000.0,1257142.857142857,981.1666666666666,7
Kike Pérez,1000000.0,1057692.3076923077,261.1666666666667,13
Kike Salas,0.0,555555.5555555555,319.375,9
Kike Saverio,0.0,154545.45454545456,292.3,11
Kiki,0.0,141346.15384615384,496.4583333333333,26
Kiki Kouyaté,10650000.0,1050000.0,548.2,6
Kiko,0.0,66666.66666666667,365.125,9
Kiko Bondoso,800000.0,266666.6666666667,593.375,9
Kiko Femenía,2980000.0,1111111.111111111,642.5,9
Kilian Fischer,2600000.0,470000.0,547.75,5
Kiliann Sildillia,0.0,90000.0,1004.5,5
Killian Phillips,50000.0,212500.0,199.27272727272728,12
Killian Prouchet,0.0,0.0,472.5,3
Killian Sardella,0.0,0.0,243.33333333333334,4
Kings Kangwa,1750000.0,840000.0,501.75,5
Kingsley Coman,21000000.0,6321428.571428572,365.3333333333333,7
Kingsley Ehizibue,3500000.0,825000.0,1237.0,4
Kingsley Schindler,0.0,727777.7777777778,596.625,9
Kingstone Mutandwa,0.0,200000.0,266.25,5
Kirian Rodríguez,0.0,83333.33333333333,730.5,3
Kiril Despodov,8700000.0,2594444.4444444445,487.25,9
Kiril Fesyun,2700000.0,190000.0,447.25,5
Kiril Kobernyuk,0.0,0.0,359.5,3
Kiril Popov,0.0,171428.57142857142,279.3333333333333,7
Kirill Bozhenov,100000.0,666666.6666666666,179.0909090909091,12
Kirill Danilin,0.0,40000.0,360.75,5
Kirill Glebov,0.0,75000.0,404.3333333333333,4
Kirill Glushchenkov,0.0,150000.0,534.75,5
Kirill Gotsuk,0.0,307142.85714285716,669.5,7
Kirill Isaev,0.0,0.0,522.0,2
Kirill Kaplenko,2480000.0,412500.0,503.42857142857144,8
Kirill Korkh,0.0,0.0,388.0,2
Kirill Kravtsov,835000.0,425000.0,259.6,6
Kirill Malyarov,0.0,260416.66666666666,298.8181818181818,12
Kirill Moiseev,11000.0,57142.857142857145,217.16666666666666,7
Kirill Nababkin,0.0,525000.0,2495.6666666666665,4
Kirill Nikishin,70000.0,80000.0,274.0,5
Kirill Pechenin,28000.0,250000.0,325.875,9
Kirill Pomeshkin,50000.0,0.0,690.0,2
Kirill Popov,0.0,0.0,365.0,2
Kirill Samoylenko,0.0,0.0,488.3333333333333,4
Kirill Shchetinin,530000.0,341666.6666666667,280.4,6
Kirill Simonov,0.0,0.0,801.0,2
Kirill Stolbov,0.0,75000.0,263.55555555555554,10
Kirill Suslov,0.0,154545.45454545456,529.5,11
Kirill Zaika,0.0,66666.66666666667,620.6,6
Kirill Zinovich,180000.0,150000.0,371.0,5
Kiyani Zeggen,0.0,0.0,365.5,3
Kjell Peersman,0.0,83333.33333333333,730.6,6
Kjell Wätjen,0.0,500000.0,1096.0,4
Kjetil Haug,500000.0,180555.55555555556,257.7647058823529,18
Klaus Gjasula,50000.0,184090.9090909091,497.1,11
Klayver,0.0,0.0,,1
Klidman Lilo,0.0,33333.333333333336,730.5,3
Klim Prykhodko,0.0,60416.666666666664,234.72727272727272,12
Kléri Serber,0.0,190000.0,344.77777777777777,10
Ko Itakura,6100000.0,1850000.0,270.8,11
Koba Koindredi,7700000.0,533333.3333333334,251.8181818181818,12
Kobamelo Kodisang,1161000.0,544444.4444444445,412.0,9
Kobbie Mainoo,0.0,100000.0,274.5,3
Kobe Cools,0.0,35000.0,639.25,5
Kobe Corbanie,0.0,87500.0,608.6666666666666,4
Kodai Sano,0.0,225000.0,562.0,2
Koen Blommestijn,0.0,44444.444444444445,273.875,9
Koen Casteels,2700000.0,1668750.0,889.5714285714286,8
Koen Kostons,150000.0,396428.5714285714,608.6666666666666,7
Koen Van Langendonck,0.0,100000.0,365.0,2
Koffi Djidji,3000000.0,2971428.5714285714,791.5,7
Koffi Kouao,600000.0,310714.28571428574,372.1666666666667,7
Kofi Amoako,0.0,100000.0,609.0,4
Kofi Balmer,300000.0,131250.0,365.2857142857143,8
Koji Miyoshi,1200000.0,1025000.0,388.6666666666667,10
Koke,0.0,0.0,914.0,2
Koki Machida,1000000.0,1212500.0,902.3333333333334,4
Koki Ogawa,0.0,1292857.142857143,512.1666666666666,7
Koki Saito,2210000.0,1356250.0,709.6666666666666,4
Kolbeinn Finnsson,500000.0,188888.88888888888,424.875,9
Komnen Andric,1790000.0,467857.14285714284,267.84615384615387,14
Konadu Yiadom,0.0,150000.0,342.0,3
Konan N’Dri,2800000.0,1166666.6666666667,1097.0,3
Koni De Winter,8000000.0,3844444.4444444445,365.25,9
Konrad Laimer,7000000.0,4553125.0,833.5714285714286,8
Konrad Michalak,3100000.0,666666.6666666666,305.05882352941177,18
Konstantin Kuchaev,0.0,1966666.6666666667,657.6,6
Konstantin Maradishvili,7000000.0,930000.0,684.25,5
Konstantin Nizhegorodov,0.0,54166.666666666664,547.4,6
Konstantin Savichev,0.0,350000.0,570.2857142857143,8
Konstantin Tyukavin,0.0,208333.33333333334,365.5,3
Konstantinos Angelakis,0.0,0.0,,1
Konstantinos Balomenos,0.0,37500.0,1461.0,4
Konstantinos Chrysopoulos,800000.0,42857.142857142855,182.83333333333334,7
Konstantinos Fortounis,695000.0,1000000.0,1461.0,5
Konstantinos Galanopoulos,0.0,0.0,,1
Konstantinos Giannoulis,900000.0,440625.0,462.6666666666667,16
Konstantinos Gyftomitros,0.0,0.0,414.0,2
Konstantinos Karagiannis,0.0,116666.66666666667,228.375,9
Konstantinos Karetsas,0.0,375000.0,426.3333333333333,4
Konstantinos Kostoulas,0.0,137500.0,248.4,6
Konstantinos Koulierakis,11750000.0,2075000.0,629.0,4
Konstantinos Kyriazis,0.0,0.0,364.0,4
Konstantinos Lagoudakis,0.0,0.0,366.0,2
Konstantinos Laifis,2100000.0,1150000.0,605.3333333333334,10
Konstantinos Lampropoulos,0.0,0.0,,1
Konstantinos Lykourinos,0.0,0.0,395.0,2
Konstantinos Manolas,53550000.0,6236363.636363637,616.9,11
Konstantinos Mavropanos,25300000.0,6656250.0,398.14285714285717,8
Konstantinos Mavropoulos,0.0,0.0,243.66666666666666,4
Konstantinos Panagou,0.0,50000.0,297.0,7
Konstantinos Plegas,0.0,153846.15384615384,361.6666666666667,13
Konstantinos Pomonis,0.0,0.0,,1
Konstantinos Thymianis,0.0,212500.0,852.3333333333334,4
Konstantinos Triantafyllopoulos,0.0,460000.0,1095.75,5
Konstantinos Tsimikas,13035000.0,1542857.142857143,372.0,7
Konstantinos Tzolakis,40000.0,0.0,357.0,2
Konstantinos Verris,0.0,0.0,365.0,2
Koray Günter,4900000.0,1412500.0,462.6,16
Korede Osundina,200000.0,216666.66666666666,335.0,6
Kornelius Hansen,0.0,75000.0,470.6,6
Kortney Hause,3400000.0,906818.1818181818,422.9,11
Kosmas Tsilianidis,0.0,178571.42857142858,791.5,7
Kosta Aleksic,0.0,155000.0,267.22222222222223,10
Kosta Nedeljkovic,7600000.0,2508333.3333333335,199.1818181818182,12
Kostas Lamprou,75000.0,377777.77777777775,419.05882352941177,18
Kostas Pileas,40000.0,243750.0,469.7142857142857,8
Kostyantyn Bychek,0.0,54166.666666666664,499.6,6
Kostyantyn Vivcharenko,0.0,43750.0,425.6666666666667,4
Kosuke Nakamura,0.0,325000.0,967.3333333333334,4
Kristall Máni Ingason,350000.0,92857.14285714286,332.3333333333333,7
Kristers Tobers,1050000.0,337500.0,512.8,6
Kristian Arnstad,1350000.0,666666.6666666666,906.5,3
Kristian Bilovar,0.0,105555.55555555556,228.125,9
Kristian Hlynsson,0.0,1475000.0,395.2,6
Kristian Kirkegaard,135000.0,95000.0,730.5,5
Kristian Pedersen,2750000.0,1128571.4285714286,599.8333333333334,7
Kristian Sekularac,90000.0,20000.0,761.0,5
Kristian Svystun,0.0,6250.0,659.3333333333334,4
Kristian Thorstvedt,11660000.0,2000000.0,811.0,3
Kristijan Belic,4000000.0,385714.28571428574,458.6666666666667,7
Kristijan Bistrovic,500000.0,1664285.7142857143,309.0,14
Kristijan Jakic,9835000.0,3046428.5714285714,337.15384615384613,14
Kristijan Trapanovski,100000.0,132500.0,365.3333333333333,10
Kristiyan Malinov,400000.0,733333.3333333334,740.0,6
Kristjan Asllani,15700000.0,5700000.0,365.2,6
Kristoffer Ajer,16300000.0,1880000.0,640.75,5
Kristoffer Olsson,13650000.0,1254545.4545454546,438.5,11
Kristoffer Peterson,1000000.0,875000.0,365.84615384615387,14
Kristoffer Velde,5100000.0,1014285.7142857143,582.8333333333334,7
Krisztián Lisztes,6000000.0,428571.4285714286,444.5,7
Krzysztof Piatek,64212000.0,8033333.333333333,366.72727272727275,12
Krépin Diatta,19400000.0,6333333.333333333,712.5,3
Ktatau,0.0,35714.28571428572,182.5,7
Kubilay Kanatsızkuş,0.0,375000.0,447.77777777777777,10
Kubilay Köylü,0.0,9615.384615384615,273.9166666666667,13
Kurban Rasulov,0.0,0.0,,1
Kurt Zouma,49600000.0,13555555.555555556,463.875,9
Kurtis Guthrie,0.0,60937.5,340.93333333333334,16
Kuryu Matsuki,0.0,1375000.0,415.0,4
Kyan Himpe,0.0,0.0,466.0,3
Kyan Vaesen,0.0,214285.7142857143,486.8333333333333,7
Kye Rowles,0.0,216666.66666666666,1095.5,3
Kyle Magennis,450000.0,175000.0,974.0,4
Kyle Turner,0.0,247222.22222222222,402.0,9
Kyle Vassell,0.0,100000.0,198.56521739130434,24
Kyle Walker,58600000.0,4392307.692307692,517.3333333333334,13
Kyle Walker-Peters,13300000.0,5250000.0,558.25,5
Kylian Hazard,0.0,390000.0,365.2857142857143,15
Kylian Mbappé,180000000.0,56881250.0,678.4285714285714,8
Kyogo Furuhashi,17550000.0,3250000.0,1079.75,5
Kyosuke Tagawa,0.0,460000.0,593.5,5
Kyriakos Aslanidis,0.0,25000.0,379.0,4
Kyriakos Giaxis,0.0,50000.0,608.6666666666666,4
Kyriakos Kivrakidis,40000.0,57142.857142857145,791.5,7
Kyriakos Papadopoulos,15000000.0,3530555.5555555555,366.52941176470586,18
Kyriani Sabbe,0.0,200000.0,548.0,3
Kyrylo Dryshlyuk,0.0,178571.42857142858,400.3333333333333,7
Kyrylo Kovalets,0.0,120000.0,722.75,5
Kyrylo Prokopchuk,0.0,75000.0,513.1666666666666,7
Kyrylo Sigeev,0.0,375000.0,328.2,6
Kéres Masangu,230000.0,50000.0,324.6666666666667,10
Kévin Boma,250000.0,233333.33333333334,913.5,3
Kévin Danois,0.0,16666.666666666668,365.0,3
Kévin Denkey,2000000.0,560000.0,322.25,5
Kévin Gameiro,69500000.0,8625000.0,991.4285714285714,8
Kévin Keben,0.0,0.0,,1
Kévin N'Doram,4500000.0,1585714.2857142857,669.6666666666666,7
Kévin Rodrigues,0.0,1742307.6923076923,368.75,13
Ladislav Krejci,8310000.0,3433333.3333333335,1461.0,3
Lamarana Jallow,0.0,80000.0,256.5,5
Lamare Bogarde,600000.0,287500.0,261.0,8
Lameck Banda,2550000.0,212500.0,237.0,8
Lamine Camara,15000000.0,2550000.0,577.6666666666666,4
Lamine Diack,2600000.0,1000000.0,219.1,11
Lamine Fomba,4500000.0,1250000.0,1044.3333333333333,4
Lamine Yamal,0.0,0.0,365.0,3
Lance Duijvestijn,200000.0,96875.0,761.1428571428571,8
Lander Emery,0.0,0.0,913.3333333333334,4
Landry Dimata,20700000.0,3284615.3846153845,279.0833333333333,13
Lapo Nava,0.0,75000.0,730.0,2
Largie Ramazani,0.0,112500.0,870.3333333333334,4
Lars Kramer,0.0,262500.0,782.7142857142857,8
Lars Mol,0.0,0.0,730.5,5
Lars Montegnies,0.0,0.0,55.0,2
Lars Olden Larsen,725000.0,587500.0,361.0,8
Lars Ritzka,0.0,57142.857142857145,669.6666666666666,7
Lars Unnerstall,200000.0,826785.7142857143,533.8461538461538,14
Larsson Coulibaly,0.0,0.0,185.0,2
Lass Sangaré,0.0,50000.0,292.2,6
Lassana Coulibaly,3800000.0,1272222.2222222222,462.125,9
Lasse Flø,0.0,0.0,731.0,2
Lasse Nielsen,1500000.0,1021428.5714285715,1073.6666666666667,7
Lasse Rieß,0.0,20000.0,821.75,5
Lasse Rosenboom,0.0,50000.0,547.75,5
Lasse Schulz,0.0,79166.66666666667,328.6,6
Lasse Schöne,1860000.0,703846.1538461539,788.8333333333334,13
Lasse Wehmeyer,0.0,40000.0,548.0,5
Lasse Wilhelm,0.0,56250.0,609.0,4
Lassina Traoré,10000000.0,1700000.0,487.0,4
Lassine Diarra,0.0,12500.0,491.0,2
Lassine Sinayoko,0.0,75000.0,577.0,2
Lasso Coulibaly,2000000.0,755000.0,305.75,5
Lauge Sandgrav,0.0,50000.0,1064.0,2
Laurens De Bock,5200000.0,957142.8571428572,421.46153846153845,14
Laurent Abergel,1100000.0,350000.0,491.1666666666667,7
Laurent Depoitre,10800000.0,1793750.0,939.2857142857143,8
Laurent Henkinet,250000.0,307692.3076923077,304.4166666666667,13
Laurenz Dehl,0.0,162500.0,265.54545454545456,12
Laurin Ulrich,0.0,250000.0,621.2,6
Laurit Krasniqi,0.0,70000.0,639.0,5
Laurits Pedersen,0.0,50000.0,,1
Lautaro Giannetti,0.0,1016666.6666666666,2102.5,3
Lautaro Martínez,25000000.0,8333333.333333333,727.5,3
Lautaro Valenti,10500000.0,2340000.0,228.0,5
Lawrence Agyekum,0.0,668750.0,291.14285714285717,8
Lawrence Nicholas,0.0,140000.0,445.25,5
Lawrence Ofori,0.0,259615.38461538462,213.0,13
Lawrence Shankland,1650000.0,200000.0,262.2142857142857,15
Lawrence Vigouroux,480000.0,138461.53846153847,367.0833333333333,13
Layvin Kurzawa,25000000.0,3550000.0,1067.8,6
Lazar Carević,800000.0,390000.0,852.75,5
Lazar Markovic,35000000.0,7000000.0,325.72222222222223,19
Lazar Randjelovic,550000.0,953333.3333333334,208.64285714285714,15
Lazar Samardžić,3500000.0,6357142.857142857,973.8333333333334,7
Lazare Amani,0.0,1366666.6666666667,410.75,9
Lazaros Christodoulopoulos,3500000.0,1142857.142857143,533.8461538461538,14
Lazaros Lamprou,750000.0,796666.6666666666,294.7857142857143,15
Lazaros Rota,200000.0,141666.66666666666,377.8,6
Leander Dendoncker,28800000.0,8546153.846153846,486.9166666666667,13
Leandro Bacuna,6350000.0,954545.4545454546,840.1,11
Leandro Barreiro,0.0,2833333.3333333335,657.8,6
Leandro Cabrera,11100000.0,1306666.6666666667,301.42857142857144,15
Leandro Frroku,0.0,0.0,365.0,2
Leandro Kappel,0.0,159090.9090909091,767.0,11
Leandro Paredes,71500000.0,7664285.714285715,326.53846153846155,14
Leandro Sanca,580000.0,175000.0,256.2307692307692,14
Leandro Santos,0.0,71428.57142857143,456.8333333333333,7
Leandro Trossard,39560000.0,4175000.0,416.90909090909093,12
Leart Paçarada,0.0,417857.14285714284,1217.5,7
Lebo Mothiba,4000000.0,1000000.0,456.625,9
Lebogang Phiri,225000.0,531250.0,572.8571428571429,8
Lechi Sadulaev,0.0,87500.0,730.0,2
Lee Ashcroft,0.0,178571.42857142858,852.3333333333334,7
Leeroy Owusu,325000.0,245454.54545454544,693.9,11
Lefteris Choutesiotis,0.0,290000.0,958.5,5
Lefteris Lyratzis,0.0,668750.0,469.42857142857144,8
Lefteris Tasiouras,0.0,50000.0,1400.6666666666667,4
Leif Davis,1200000.0,600000.0,494.0,4
Leigh Kavanagh,0.0,33333.333333333336,328.6,6
Leighton Clarkson,0.0,407142.85714285716,304.3333333333333,7
Leko Verbauwhede,0.0,0.0,,1
Lennard Hartjes,0.0,155555.55555555556,593.5,9
Lennard Hens,0.0,0.0,730.5,5
Lennard Maloney,500000.0,580000.0,753.2222222222222,10
Lennart Czyborra,10350000.0,1406250.0,365.2,16
Lennart Koerdt,0.0,0.0,502.0,5
Lennart Moser,150000.0,237500.0,317.90909090909093,12
Lennart Thy,0.0,637500.0,475.3076923076923,14
Lennon Miller,0.0,0.0,365.0,2
Leny Yoro,62000000.0,12537500.0,371.0,4
Leo Castledine,0.0,0.0,603.5,3
Leo Goglichidze,800000.0,456250.0,271.0,16
Leo Greiml,0.0,414285.71428571426,614.0,7
Leo Kokubo,0.0,205000.0,497.5,5
Leo Román,0.0,357142.85714285716,365.1666666666667,7
Leo Sauer,235000.0,1287500.0,360.57142857142856,8
Leo Scienza,600000.0,175000.0,443.42857142857144,8
Leo Østigård,12610000.0,2814705.882352941,193.875,17
Leon Bailey,50100000.0,9500000.0,921.75,5
Leon Balogun,0.0,664285.7142857143,450.38461538461536,14
Leon Chiwome,0.0,0.0,365.0,2
Leon Goretzka,3250000.0,7416666.666666667,1241.8,6
Leon King,0.0,50000.0,730.0,2
Leon Klassen,900000.0,187500.0,686.8571428571429,8
Leon Musaev,500000.0,328571.4285714286,517.6666666666666,7
Leon Opitz,0.0,60000.0,655.75,5
Leon Zaydenzal,0.0,33333.333333333336,579.0,3
Leonardo Balerdi,26500000.0,4283333.333333333,328.8,6
Leonardo Bittencourt,21000000.0,3210000.0,488.55555555555554,10
Leonardo Bonucci,107040000.0,6707142.857142857,533.8461538461538,14
Leonardo Buta,2000000.0,840000.0,372.3333333333333,10
Leonardo Casaes,0.0,0.0,385.5,3
Leonardo Cerri,1500000.0,83333.33333333333,548.0,3
Leonardo Colombo,0.0,125000.0,1176.0,2
Leonardo Lelo,0.0,0.0,365.25,9
Leonardo Lopes,2000000.0,1337500.0,493.2857142857143,8
Leonardo Mendicino,0.0,83333.33333333333,365.0,3
Leonardo Oliveira,0.0,0.0,365.0,3
Leonardo Pavoletti,30800000.0,2200000.0,223.13333333333333,16
Leonardo Ruiz,500000.0,375000.0,165.57142857142858,22
Leonardo Spinazzola,29900000.0,1986842.105263158,284.6111111111111,19
Leonel Bucca,0.0,91666.66666666667,233.6,6
Leonid Mina,0.0,66666.66666666667,364.5,3
Leonidas Stergiou,2000000.0,2166666.6666666665,657.6,6
Leopold Querfeld,3000000.0,757142.8571428572,755.6666666666666,7
